task_number,n_components,confidence_threshold,total_accuracy,total_threshold_accuracy,total_grams,total_above_threshold,total_threshold_correct,total_threshold_incorrect,normalized_accuracy
3,20,-10.0,0.1617242682481627,0.1617242682481627,645.8,645.8,112.0,533.8,0.20981641064068943
3,20,-6.0,0.17701888501164847,0.1760756626205328,645.8,625.0,107.4,517.6,0.20749613601236477
3,20,0.0,0.15831308581271086,0.0,645.8,0.0,0.0,0.0,
3,25,-inf,0.1732020037750847,0.1732020037750847,645.8,645.8,112.0,533.8,0.20981641064068943
3,25,-1000000.0,0.16673690925797094,0.16679792911416194,645.8,645.4,107.6,537.8,0.20007437709185572
3,25,-100000.0,0.16035475444761618,0.16035475444761618,645.8,645.8,112.0,533.8,0.20981641064068943
3,25,-10000.0,0.1737509240957754,0.1737509240957754,645.8,645.8,112.0,533.8,0.20981641064068943
3,25,-1000.0,0.15996300203327882,0.16002402188946985,645.8,645.4,107.6,537.8,0.20007437709185572
3,25,-100.0,0.17114756411354656,0.17114756411354656,645.8,645.8,107.6,538.1999999999999,0.19992567818654777
3,25,-15.0,0.18232549406173212,0.18232549406173212,645.8,645.8,112.0,533.8,0.20981641064068943
3,25,-10.0,0.1582901111120171,0.1582901111120171,645.8,645.8,107.6,538.1999999999999,0.19992567818654777
3,25,-6.0,0.18013531133309613,0.17898324968113904,645.8,625.4,107.4,518.0,0.20733590733590734
3,25,0.0,0.1719184280236662,0.0,645.8,0.0,0.0,0.0,
3,28,-inf,0.16316556301309176,0.16316556301309176,645.8,645.8,112.0,533.8,0.20981641064068943
3,28,-1000000.0,0.1725057493365676,0.1725057493365676,645.8,645.8,112.0,533.8,0.20981641064068943
3,28,-100000.0,0.17333544350781868,0.17333544350781868,645.8,645.8,112.0,533.8,0.20981641064068943
3,28,-10000.0,0.1764796223648072,0.1764796223648072,645.8,645.8,112.0,533.8,0.20981641064068943
3,28,-1000.0,0.1719667954108029,0.1719667954108029,645.8,645.8,112.0,533.8,0.20981641064068943
3,28,-100.0,0.1632324638157961,0.1632324638157961,645.8,645.8,112.0,533.8,0.20981641064068943
3,28,-15.0,0.16284300020892176,0.16284300020892176,645.8,645.8,112.0,533.8,0.20981641064068943
